organoid_type,doi,pmcid,first_author,year,journal,species,source_cell_type,license,has_methods,has_supplement,gold_candidate,flags,notes,pmid,title,cited_by,in_current_corpus
cardiac,10.1016/j.xpro.2026.104411,PMC12992950,O'Hern,2026,STAR protocols,tbd,tbd,CC-BY-NC,yes,tbd,yes,protocol-journal,auto: europepmc CITED/recency pull,41790550,Protocol to generate immunocompetent human heart-macrophage assembloids for the study of immune-cardiac interactions,0,no
cardiac,10.1242/dev.143438,PMC5358113,Giacomelli,2017,"Development (Cambridge, England)",tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,28279973,Three-dimensional cardiac microtissues composed of cardiomyocytes and endothelial cells co-differentiated from human pluripotent stem cells,236,no
cardiac,10.1038/s41467-020-18031-5,PMC7471119,Lee,2020,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32883967,In vitro generation of functional murine heart organoids via FGF4 and extracellular matrix,105,no
cardiac,10.1038/s41536-021-00140-4,PMC8169890,Tenreiro,2021,NPJ Regenerative medicine,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34075050,Next generation of heart regenerative therapies: progress and promise of cardiac tissue engineering,98,no
cardiac,10.1038/s41598-022-22225-w,PMC9579206,Ergir,2022,Scientific reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,36257968,Generation and maturation of human iPSC-derived 3D organotypic cardiac microtissues in long-term culture,73,no
cardiac,10.1016/j.stem.2020.05.004,PMC7284308,Giacomelli,2020,Cell stem cell,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32459996,Human-iPSC-Derived Cardiac Stromal Cells Enhance Maturation in 3D Cardiac Microtissues and Reveal Non-cardiomyocyte Contributions to Heart Disease,466,no
cardiac,10.1038/s41467-021-25329-5,PMC8390749,Lewis-Israeli,2021,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,34446706,Self-assembling human heart organoids for the modeling of cardiac development and congenital heart disease,367,no
cardiac,10.1038/srep08883,PMC4352848,Mathur,2015,Scientific reports,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,25748532,Human iPSC-based cardiac microphysiological system for drug screening applications,364,no
cardiac,10.1038/s41598-018-28393-y,PMC6033897,Archer,2018,Scientific reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29976997,Characterization and Validation of a Human 3D Cardiac Microtissue for the Assessment of Changes in Cardiac Pathology,99,no
cardiac,10.1038/s41598-020-76062-w,PMC7645446,Abulaiti,2020,Scientific reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33154509,Establishment of a heart-on-a-chip microdevice based on human iPS cells for the evaluation of human heart tissue function,92,no
cardiac,10.1093/toxsci/kfw069,PMC4922542,Ravenscroft,2016,Toxicological sciences : an official journal of the Society of Toxicology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,27125969,Cardiac Non-myocyte Cells Show Enhanced Pharmacological Function Suggestive of Contractile Maturity in Stem Cell Derived Cardiomyocyte Microtissues,88,no
cardiac,10.1038/s41467-023-43999-1,PMC10716495,Volmert,2023,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,38086920,A patterned human primitive heart organoid model generated by pluripotent stem cell self-organization,76,no
cardiac,10.1016/j.stem.2023.04.011,PMC10775018,Vandana,2023,Cell stem cell,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,37146581,Human pluripotent-stem-cell-derived organoids for drug discovery and evaluation,74,no
cardiac,10.3389/fpubh.2018.00103,PMC5932352,Forsythe,2018,Frontiers in public health,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29755963,Environmental Toxin Screening Using Human-Derived 3D Bioengineered Liver and Cardiac Organoids,73,no
cardiac,10.3389/fgene.2021.767621,PMC8591288,Matsui,2021,Frontiers in genetics,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34790228,Human Organoids for Predictive Toxicology Research and Drug Development,67,no
cardiac,10.1038/s41551-018-0271-5,PMC6774355,MacQueen,2018,Nature biomedical engineering,tbd,tbd,unknown,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31015723,A tissue-engineered scale model of the heart ventricle,154,no
cardiac,10.1002/smll.202504493,PMC12895230,Mousavi,2026,"Small (Weinheim an der Bergstrasse, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,41474071,Heart-On-a-Chip with Integrated Ultrasoft Mechanosensors for Continuous Measurement of Cell- and Tissue-Scale Contractile Stresses,1,no
cardiac,10.3390/cells15111019,PMC13256626,Hosny,2026,Cells,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,42274611,"Engineering Human Myocardium: Integrating the Maturation of hiPSC-Derived Cardiac Myocytes Across Genetic, Structural, Physiological and Multicellular Systems",0,no
cerebral,10.1016/j.xpro.2026.104568,PMC13213298,Krieg,2026,STAR protocols,tbd,tbd,CC-BY,yes,tbd,yes,protocol-journal,auto: europepmc CITED/recency pull,42154600,Protocol for validating drug efficacy and safety in scalable 96-well platforms of human cortical organoids and melanoma brain metastases,0,no
cerebral,10.1016/j.xpro.2026.104604,PMC13241891,Zayas,2026,STAR protocols,tbd,tbd,CC-BY-NC,yes,tbd,yes,protocol-journal,auto: europepmc CITED/recency pull,42224077,Protocol to generate microglia-containing cerebral organoids to model HIV neuroinflammation,0,no
cerebral,10.1038/nature12517,PMC3817409,Lancaster,2013,Nature,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,23995685,Cerebral organoids model human brain development and microcephaly,3999,no
cerebral,10.1038/s41587-020-00763-w,PMC9042317,Miura,2020,Nature biotechnology,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,33273741,Generation of human striatal organoids and cortico-striatal assembloids from human pluripotent stem cells,328,no
cerebral,10.1016/j.stemcr.2017.03.010,PMC5425618,Monzel,2017,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,28416282,Derivation of Human Midbrain-Specific Organoids from Neuroepithelial Stem Cells,314,no
cerebral,10.1038/s41586-019-1289-x,PMC6906116,Velasco,2019,Nature,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,31168097,Individual brain organoids reproducibly form cell diversity of the human cerebral cortex,869,yes
cerebral,10.1038/nmeth.4304,PMC5540177,Bagley,2017,Nature methods,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,28504681,Fused cerebral organoids model interactions between brain regions,608,no
cerebral,10.1038/s41467-018-06684-2,PMC6177485,Ormel,2018,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30301888,Microglia innately develop within cerebral organoids,465,no
cerebral,10.1038/s41586-020-1962-0,PMC7433012,Bhaduri,2020,Nature,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31996853,Cell stress in cortical organoids impairs molecular subtype specification,495,no
cerebral,10.1152/ajpcell.00120.2020,PMC7468890,Corrò,2020,American journal of physiology. Cell physiology,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32459504,A brief history of organoids,358,no
cerebral,10.1038/s41593-019-0350-2,PMC6436729,Giandomenico,2019,Nature neuroscience,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30886407,Cerebral organoids at the air-liquid interface generate diverse nerve tracts with functional output,468,no
cerebral,10.1371/journal.pbio.3000705,PMC7250475,Shi,2020,PLoS biology,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32401820,Vascularized human cortical organoids (vOrganoids) model cortical development in vivo,299,no
cerebral,10.1038/s41592-018-0255-0,PMC6677388,Yoon,2019,Nature methods,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30573846,Reliability of human cortical organoid generation,415,no
cerebral,10.1038/s41586-022-05279-8,PMC10499607,Fleck,2023,Nature,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,36198796,Inferring and perturbing cell fate regulomes in human brain organoids,280,no
cerebral,10.1038/s41467-021-24775-5,PMC8342542,Cho,2021,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,34354063,Microfluidic device with brain extracellular matrix promotes structural and functional maturation of human brain organoids,277,no
cerebral,10.1038/s41467-020-19264-0,PMC7608683,Zhao,2020,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,33139712,APOE4 exacerbates synapse loss and neurodegeneration in Alzheimer's disease patient iPSC-derived cerebral organoids,277,no
cerebral,10.1111/joa.13055,PMC6704245,Molnár,2019,Journal of anatomy,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31373394,New insights into the development of the human cerebral cortex,271,no
cerebral,10.1038/s41586-021-03209-8,PMC8494642,Ziffra,2021,Nature,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,34616060,Single-cell epigenomics reveals mechanisms of human cortical development,263,no
gastric,10.1038/nature13863,PMC4270898,McCracken,2014,Nature,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,25363776,Modelling human development and disease in pluripotent stem-cell-derived gastric organoids,743,yes
gastric,10.1038/s41467-019-13605-4,PMC6906306,Giobbe,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31827102,Extracellular matrix hydrogel derived from decellularized tissues enables endodermal organoid culture,365,no
gastric,10.1038/s41467-022-29279-4,PMC8967832,Kim,2022,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,35354790,Tissue extracellular matrix hydrogels as alternatives to Matrigel for culturing gastrointestinal organoids,260,no
gastric,10.1242/dmm.039347,PMC6679380,Lancaster,2019,Disease models & mechanisms,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31383635,Disease modelling in human organoids,252,no
gastric,10.1038/s41467-018-05190-9,PMC6065407,Li,2018,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30061675,Organoid cultures recapitulate esophageal adenocarcinoma heterogeneity providing a model for clonality studies and precision therapeutics,245,no
gastric,10.1038/s41423-019-0339-5,PMC6952403,Takahashi-Kanemitsu,2020,Cellular & molecular immunology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31804619,Molecular anatomy and pathogenic actions of Helicobacter pylori CagA that underpin gastric carcinogenesis,188,no
gastric,10.1038/s41467-019-10676-1,PMC6588585,Eissmann,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31227713,IL-33-mediated mast cell activation promotes gastric cancer through macrophage mobilization,183,no
gastric,10.1186/s40164-018-0122-9,PMC6282260,Xu,2018,Experimental hematology & oncology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30534474,"Organoid technology in disease modelling, drug development, personalized treatment and regeneration medicine",128,no
gastric,10.18632/oncotarget.26473,PMC6324774,Chakrabarti,2018,Oncotarget,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30647844,Hedgehog signaling induces PD-L1 expression and tumor cell proliferation in gastric cancer,114,no
gastric,10.1186/s13059-014-0428-9,PMC4145231,Nadauld,2014,Genome biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,25315765,Metastatic tumor evolution and organoid modeling implicate TGFBR2 as a cancer driver in diffuse gastric cancer,102,no
gastric,10.1038/s12276-020-0386-0,PMC7062772,Min,2020,Experimental & molecular medicine,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32103122,Gastrointestinal tract modeling using organoids engineered with cellular and microbiota niches,90,no
gastric,10.1155/2016/3710836,PMC4677245,Pastuła,2016,Stem cells international,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,26697073,Three-Dimensional Gastrointestinal Organoid Culture in Combination with Nerves or Fibroblasts: A Method to Characterize the Gastrointestinal Stem Cell Niche,85,no
gastric,10.1186/s13046-018-0993-y,PMC6302516,Zhang,2018,Journal of experimental & clinical cancer research : CR,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30572959,Novel role of miR-133a-3p in repressing gastric cancer growth and metastasis via blocking autophagy-mediated glutaminolysis,84,no
gastric,10.1242/dmm.027649,PMC5312008,Burkitt,2017,Disease models & mechanisms,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,28151409,Helicobacter pylori-induced gastric pathology: insights from in vivo and ex vivo models,84,no
gastric,10.1186/s13619-020-00059-z,PMC7603915,Li,2020,"Cell regeneration (London, England)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33135109,Organoid based personalized medicine: from bench to bedside,83,no
gastric,10.1038/s41416-020-0993-5,PMC7555542,Porter,2020,British journal of cancer,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32728094,Current concepts in tumour-derived organoids,76,no
gastric,10.1155/2019/8472712,PMC6595382,Jee,2019,Stem cells international,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31312220,Development of Collagen-Based 3D Matrix for Gastrointestinal Tract-Derived Organoid Culture,69,no
gastric,10.1038/s41418-020-00662-2,PMC7852679,Seidlitz,2021,Cell death and differentiation,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33223522,Gastric organoids-an in vitro model system for the study of gastric development and road to personalized medicine,66,no
intestinal,10.1038/nprot.2016.006,PMC4793718,Drost,2016,Nature protocols,tbd,tbd,unknown,yes,tbd,yes,protocol-journal;high-cited,auto: europepmc CITED/recency pull,26797458,Organoid culture systems for prostate epithelial and cancer tissue,574,no
intestinal,10.1038/s41578-021-00279-y,PMC7893133,Hofer,2021,Nature reviews. Materials,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,33623712,Engineering organoids,765,no
intestinal,10.3390/ijms23031105,PMC8835596,Portincasa,2022,International journal of molecular sciences,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,35163038,Gut Microbiota and Short Chain Fatty Acids: Implications in Glucose Homeostasis,605,no
intestinal,10.1038/s41586-021-03852-1,PMC8426186,Elmentaite,2021,Nature,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,34497389,Cells of the human intestinal tract mapped across space and time,598,no
intestinal,10.1038/nature17173,PMC4846772,Beyaz,2016,Nature,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,26935695,High-fat diet enhances stemness and tumorigenicity of intestinal progenitors,680,no
intestinal,10.1038/s41598-018-21201-7,PMC5811607,Kasendra,2018,Scientific reports,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,29440725,Development of a primary human Small Intestine-on-a-Chip using biopsy-derived organoids,543,no
intestinal,10.1038/nm.4307,PMC5420447,West,2017,Nature medicine,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,28368383,Oncostatin M drives intestinal inflammation and predicts response to tumor necrosis factor-neutralizing therapy in patients with inflammatory bowel disease,635,no
intestinal,10.1038/ncomms11535,PMC4865890,Shah,2016,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,27168102,A microfluidics-based in vitro model of the gastrointestinal human-microbe interface,461,no
intestinal,10.1016/j.stem.2017.11.001,PMC5766831,Yui,2018,Cell stem cell,tbd,tbd,CC-BY-NC,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,29249464,YAP/TAZ-Dependent Reprogramming of Colonic Epithelium Links ECM Remodeling to Tissue Regeneration,563,no
intestinal,10.1038/s41467-017-02651-5,PMC5760624,Fellows,2018,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29317660,Microbiota derived short chain fatty acids promote histone crotonylation in the colon through histone deacetylases,405,no
intestinal,10.1038/s41467-020-15831-7,PMC7181728,Tajik,2020,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32332732,Targeting zonulin and intestinal epithelial barrier function to prevent onset of arthritis,374,no
intestinal,10.1016/j.immuni.2018.07.010,PMC6104739,Metidji,2018,Immunity,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30119997,The Environmental Sensor AHR Protects from Inflammatory Damage by Maintaining Intestinal Stem Cell Homeostasis and Barrier Integrity,331,no
intestinal,10.3390/cells9081909,PMC7463717,Schoultz,2020,Cells,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32824536,The Intestinal Barrier and Current Techniques for the Assessment of Gut Permeability,321,no
intestinal,10.1038/ncb3632,PMC5664213,Cruz-Acuña,2017,Nature cell biology,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29058719,Synthetic hydrogels for human intestinal organoid generation and colonic wound repair,435,no
intestinal,10.1038/s41392-022-01024-9,PMC9127490,Tang,2022,Signal transduction and targeted therapy,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,35610212,Human organoids in basic research and clinical applications,298,no
intestinal,10.1038/s41586-019-1146-y,PMC6544541,Serra,2019,Nature,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31019299,Self-organization and symmetry breaking in intestinal organoid development,423,no
intestinal,10.1038/s42003-021-02910-8,PMC8664924,Kozlowski,2021,Communications biology,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,34893703,Towards organoid culture without Matrigel,285,no
intestinal,10.1038/mi.2017.118,PMC5976519,Zhao,2018,Mucosal immunology,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29411774,GPR43 mediates microbiota metabolite SCFA regulation of antimicrobial peptide expression in intestinal epithelial cells via activation of mTOR and STAT3,379,no
kidney,10.1038/ncomms9715,PMC4620584,Freedman,2015,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,26493500,Modelling kidney disease with CRISPR-mutant kidney organoids derived from human pluripotent epiblast spheroids,594,yes
kidney,10.1038/nbt.3392,PMC4747858,Morizane,2015,Nature biotechnology,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,26458176,Nephron organoids derived from human pluripotent stem cells model kidney development and injury,721,yes
kidney,10.1038/s41467-021-23911-5,PMC8206157,Zeng,2021,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34131121,Generation of patterned kidney organoids that recapitulate the adult kidney collecting duct system from expandable ureteric bud progenitors,94,no
kidney,10.1038/s41592-019-0325-y,PMC6488032,Homan,2019,Nature methods,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,30742039,Flow-enhanced vascularization and maturation of kidney organoids in vitro,691,no
kidney,10.3390/cancers13040874,PMC7922036,Gunti,2021,Cancers,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,33669619,Organoid and Spheroid Tumor Models: Techniques and Applications,300,no
kidney,10.1038/s41467-020-15155-6,PMC7066173,Calandrini,2020,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32161258,An organoid biobank for childhood kidney cancers that captures disease and tissue heterogeneity,229,no
kidney,10.1016/j.stemcr.2018.01.041,PMC5918682,van,2018,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29503086,Renal Subcapsular Transplantation of PSC-Derived Kidney Organoids Induces Neo-vasculogenesis and Significant Glomerular and Tubular Maturation In Vivo,327,no
kidney,10.1038/s41467-018-07594-z,PMC6279764,Hale,2018,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30514835,3D organoid-derived human glomeruli for personalised podocyte disease modelling and drug screening,185,no
kidney,10.1186/s13073-019-0615-0,PMC6345028,Combes,2019,Genome medicine,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30674341,Single-cell analysis reveals congruence between kidney organoids and human fetal kidney,175,no
kidney,10.1038/s41467-019-13382-0,PMC6884507,Subramanian,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31784515,Single cell census of human kidney organoids shows reproducibility and diminished off-target cells after transplantation,174,no
kidney,10.1038/s41563-020-00853-9,PMC7855371,Lawlor,2021,Nature materials,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,33230326,Cellular extrusion bioprinting improves kidney organoid reproducibility and conformation,300,no
kidney,10.1038/s41378-020-00185-3,PMC8433138,Velasco,2020,Microsystems & nanoengineering,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34567686,Microtechnology-based methods for organoid models,162,no
kidney,10.1038/s41419-019-1453-0,PMC6393468,Grassi,2019,Cell death & disease,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30814510,Organoids as a new model for improving regenerative medicine and cancer personalized therapy in renal diseases,125,no
kidney,10.1242/dev.172361,PMC6432662,Kumar,2019,"Development (Cambridge, England)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30846463,Kidney micro-organoids in suspension culture as a scalable source of human pluripotent stem cell-derived kidney cells,120,no
kidney,10.1038/s41467-019-12872-5,PMC6910926,Barry,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31836710,Molecular determinants of nephron vascular specialization in the kidney,111,no
kidney,10.1002/advs.202103526,PMC9130892,Kim,2022,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,35322595,Kidney Decellularized Extracellular Matrix Enhanced the Vascularization and Maturation of Human Kidney Organoids,104,no
kidney,10.1038/nmat4994,PMC5936694,Cruz,2017,Nature materials,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,28967916,Organoid cystogenesis reveals a critical role of microenvironment in human polycystic kidney disease,235,no
kidney,10.1016/j.stemcr.2018.06.018,PMC6092837,Przepiorski,2018,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30033089,A Simple Bioreactor-Based Method to Generate Kidney Organoids from Pluripotent Stem Cells,204,no
