organoid_type,doi,pmcid,first_author,year,journal,species,source_cell_type,license,has_methods,has_supplement,gold_candidate,flags,notes,pmid,title,cited_by,in_current_corpus
liver,10.1016/j.cell.2014.11.050,PMC4313365,Huch,2015,Cell,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,25533785,Long-term culture of genome-stable bipotent stem cells from adult human liver,1222,yes
liver,10.1038/s41467-020-17161-0,PMC7351772,Sorrentino,2020,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32651372,Mechano-modulatory synthetic niches for liver organoid derivation,161,no
liver,10.1016/j.stemcr.2019.08.007,PMC6829764,Akbari,2019,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31522975,"Robust, Long-Term Culture of Endoderm-Derived Hepatic Organoids for Disease Modeling",110,no
liver,10.1038/nm.4438,PMC5722201,Broutier,2017,Nature medicine,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,29131160,Human primary liver cancer-derived organoid cultures for disease modeling and drug screening,1078,yes
liver,10.1007/s00204-013-1078-5,PMC3753504,Godoy,2013,Archives of toxicology,tbd,tbd,CC-BY-NC,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,23974980,"Recent advances in 2D and 3D in vitro systems using primary hepatocytes, alternative hepatocyte sources and non-parenchymal liver cells and their use in investigating mechanisms of hepatotoxicity, cell signaling and ADME",931,no
liver,10.1136/gutjnl-2019-319256,PMC6872443,Prior,2019,Gut,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31300517,Liver organoids: from basic research to therapeutic applications,259,no
liver,10.1186/s13045-018-0662-9,PMC6139148,Xu,2018,Journal of hematology & oncology,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30219074,Organoid technology and applications in cancer research,245,no
liver,10.1002/mco2.274,PMC10192887,Yang,2023,MedComm,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,37215622,Organoids: The current status and biomedical applications,162,no
liver,10.1038/s41587-023-01680-4,PMC10635827,Hendriks,2023,Nature biotechnology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,36823355,Engineered human hepatocyte organoids enable CRISPR-based target discovery and drug screening for steatosis,156,no
liver,10.1038/s41467-018-02969-8,PMC5813240,Ortega-Prieto,2018,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29445209,3D microfluidic liver cultures as a physiological preclinical tool for hepatitis B virus infection,155,no
liver,10.3389/fphar.2021.671640,PMC8134740,Acharya,2021,Frontiers in pharmacology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34025430,Cellular Mechanisms of Liver Fibrosis,134,no
liver,10.3390/mi10030165,PMC6470849,Yu,2019,Micromachines,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30818801,Engineering Microfluidic Organoid-on-a-Chip Platforms,133,no
liver,10.7554/elife.60747,PMC8384419,De,2021,eLife,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34328417,Application of human liver organoids as a patient-derived primary model for HBV infection and related hepatocellular carcinoma,109,no
liver,10.1002/advs.202103495,PMC8844474,Tao,2022,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34951149,Microengineered Multi-Organoid System from hiPSCs to Recapitulate Human Liver-Islet Axis in Normal and Type 2 Diabetes,108,no
liver,10.1038/s41467-021-26410-9,PMC8536785,Guan,2021,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34686668,A human multi-lineage hepatic organoid model for liver fibrosis,105,no
liver,10.1016/j.jhepr.2020.100198,PMC7672322,Nuciforo,2021,JHEP reports : innovation in hepatology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33241206,Organoids to model liver disease,105,no
liver,10.1038/s41598-018-21200-8,PMC5811529,Mazzocchi,2018,Scientific reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29440675,In vitro patient-derived 3D mesothelioma tumor organoids facilitate patient-centric therapeutic screening,105,no
liver,10.1016/j.ebiom.2018.08.014,PMC6156717,Nie,2018,EBioMedicine,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30120080,Recapitulation of hepatitis B virus-host interactions in liver organoids from human induced pluripotent stem cells,141,no
lung,10.1002/cpz1.70372,PMC13130368,Tran,2026,Current protocols,tbd,tbd,CC-BY-NC,yes,tbd,yes,protocol-journal,auto: europepmc CITED/recency pull,42059385,Immortalization of Human Adult Alveolar Epithelial Cells to Study Environmental Exposures of the Distal Lung,0,no
lung,10.7554/elife.05098,PMC4370217,Dye,2015,eLife,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,25803487,In vitro generation of human pluripotent stem cell derived lung organoids,610,yes
lung,10.1016/j.stemcr.2017.11.012,PMC5770275,Miller,2018,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29249664,In Vitro Induction and In Vivo Engraftment of Lung Bud Tip Progenitor Cells Derived from Human Pluripotent Stem Cells,194,no
lung,10.15252/embj.2018100300,PMC6376275,Sachs,2019,The EMBO journal,tbd,tbd,CC-BY-NC,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,30643021,Long-term expanding human airway organoids for disease modeling,840,yes
lung,10.1038/s41467-019-11867-6,PMC6728380,Kim,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,31488816,Patient-derived lung cancer organoids as in vitro cancer models for therapeutic screening,588,no
lung,10.1016/j.stem.2020.06.020,PMC7487779,Choi,2020,Cell stem cell,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,32750316,Inflammatory Signals Induce AT2 Cell-Derived Damage-Associated Transient Progenitors that Mediate Alveolar Regeneration,547,no
lung,10.1038/s41586-023-05874-3,PMC7614604,Hill,2023,Nature,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,37020004,Lung adenocarcinoma promotion by air pollutants,544,no
lung,10.1038/nature25786,PMC6020060,Zacharias,2018,Nature,tbd,tbd,unknown,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,29489752,Regeneration of the lung alveolus by an evolutionarily conserved epithelial progenitor,619,no
lung,10.1016/j.cell.2017.07.028,PMC5607351,Lee,2017,Cell,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,28886383,Anatomically and Functionally Distinct Lung Mesenchymal Populations Marked by Lgr5 and Lgr6,322,no
lung,10.1242/dev.163014,PMC5992594,Chung,2018,"Development (Cambridge, England)",tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29752282,Niche-mediated BMP/SMAD signaling regulates lung alveolar stem cell proliferation and differentiation,274,no
lung,10.7554/elife.26575,PMC5555721,Nikolić,2017,eLife,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,28665271,Human embryonic lung epithelial tips are multipotent progenitors that can be expanded in vitro as long-term self-renewing organoids,238,no
lung,10.1016/j.stem.2020.03.009,PMC7128675,Basil,2020,Cell stem cell,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32243808,"The Cellular and Physiological Basis for Lung Repair and Regeneration: Past, Present, and Future",331,no
lung,10.1038/s41564-018-0177-8,PMC6027984,Heo,2018,Nature microbiology,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29946163,Modelling Cryptosporidium infection in human small intestinal and lung organoids,316,no
lung,10.7554/elife.19732,PMC5089859,Dye,2016,eLife,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,27677847,A bioengineered niche promotes in vivo engraftment and maturation of pluripotent stem cell derived human lung organoids,155,no
lung,10.1073/pnas.1806308115,PMC6042130,Zhou,2018,Proceedings of the National Academy of Sciences of the United States of America,tbd,tbd,CC-BY-NC,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,29891677,Differentiated human airway organoids to assess infectivity of emerging influenza virus,268,no
lung,10.1038/s41556-021-00809-4,PMC8761168,Kathiriya,2022,Nature cell biology,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,34969962,Human alveolar type 2 epithelium transdifferentiates into metaplastic KRT5<sup>+</sup> basal cells,228,no
lung,10.1073/pnas.1719474115,PMC5877944,Wang,2018,Proceedings of the National Academy of Sciences of the United States of America,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29463737,Pulmonary alveolar type I cell population consists of two distinct subtypes that differ in cell fate,185,no
lung,10.1038/s41586-020-2882-8,PMC7718297,Conlon,2020,Nature,tbd,tbd,unknown,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33149305,Inhibition of LTβR signalling activates WNT-induced regeneration in lung,145,no
pancreatic,10.3390/bioengineering12111222,PMC12650645,Song,2025,"Bioengineering (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,41301178,A Protocol for the In Vitro Culturing of Vascularized Pancreatic Islet Organoids,0,no
pancreatic,10.1038/emboj.2013.204,PMC3801438,Huch,2013,The EMBO journal,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,24045232,Unlimited in vitro expansion of adult bi-potent pancreas progenitors through the Lgr5/R-spondin axis,585,no
pancreatic,10.1186/s13045-022-01278-4,PMC9103066,Xu,2022,Journal of hematology & oncology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,35551634,Tumor organoids: applications in cancer modeling and potentials in precision medicine,198,no
pancreatic,10.1177/2472555218766842,PMC6013403,Hou,2018,SLAS discovery : advancing life sciences R & D,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29673279,Advanced Development of Primary Pancreatic Organoid Tumor Models for High-Throughput Phenotypic Drug Screening,128,no
pancreatic,10.1038/s41467-019-12472-3,PMC6776618,Lebreton,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31582751,Insulin-producing organoids engineered from islet and amniotic epithelial cells to treat diabetes,111,no
pancreatic,10.1002/advs.201903739,PMC7284190,Liu,2020,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32537414,A Droplet Microfluidic System to Fabricate Hybrid Capsules Enabling Stem Cell Organoid Engineering,108,no
pancreatic,10.1038/s41586-019-1598-0,PMC7643931,Koike,2019,Nature,tbd,tbd,unknown,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31554966,Modelling human hepato-biliary-pancreatic organogenesis from the foregut-midgut boundary,240,no
pancreatic,10.3389/fonc.2020.00553,PMC7242740,Sharick,2020,Frontiers in oncology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32500020,Metabolic Heterogeneity in Patient Tumor-Derived Organoids by Primary Site and Drug Treatment,106,no
pancreatic,10.15252/emmm.202012616,PMC7799357,Nalbach,2021,EMBO molecular medicine,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33135383,Improvement of islet transplantation by the fusion of islet cells with functional blood vessels,85,no
pancreatic,10.1038/s41467-019-13086-5,PMC6853918,Chan,2019,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31723131,eIF4A supports an oncogenic translation program in pancreatic ductal adenocarcinoma,85,no
pancreatic,10.1186/s12861-020-0209-5,PMC7043048,Georgakopoulos,2020,BMC developmental biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32098630,"Long-term expansion, genomic stability and in vivo safety of adult human pancreas organoids",82,no
pancreatic,10.7554/elife.53381,PMC7200154,Somerville,2020,eLife,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32329713,Squamous trans-differentiation of pancreatic cancer cells promotes stromal inflammation,79,no
pancreatic,10.1038/s41467-022-29857-6,PMC9023604,Shi,2022,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,35449156,Integrated profiling of human pancreatic cancer organoids reveals chromatin accessibility features associated with drug sensitivity,76,no
pancreatic,10.3390/biomedicines5040065,PMC5744089,Pelosi,2017,Biomedicines,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29156578,"Pancreatic Cancer: Molecular Characterization, Clonal Evolution and Cancer Stem Cells",74,no
pancreatic,10.1016/j.celrep.2018.10.051,PMC6296757,Somerville,2018,Cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30428345,TP63-Mediated Enhancer Reprogramming Drives the Squamous Subtype of Pancreatic Ductal Adenocarcinoma,179,no
pancreatic,10.1136/gutjnl-2016-312423,PMC5534761,Hohwieler,2017,Gut,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,27633923,Human pluripotent stem cell-derived acinar/ductal organoids generate human pancreas upon orthotopic transplantation and allow disease modelling,177,no
pancreatic,10.1016/j.celrep.2017.11.003,PMC6082139,Nicolle,2017,Cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29186684,Pancreatic Adenocarcinoma Therapeutic Targets Revealed by Tumor-Stroma Cross-Talk Analyses in Patient-Derived Xenografts,171,no
pancreatic,10.1038/s41556-025-01832-5,PMC12807866,Lee,2026,Nature cell biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,41419573,Permeability-driven pressure and cell proliferation control lumen morphogenesis in pancreatic organoids,3,no
retinal,10.1038/s41598-018-32871-8,PMC6162218,Fligor,2018,Scientific reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30266927,"Three-Dimensional Retinal Organoids Facilitate the Investigation of Retinal Ganglion Cell Development, Organization and Neurite Outgrowth from Human Pluripotent Stem Cells",139,no
retinal,10.1016/j.stemcr.2016.03.001,PMC4834051,Völkner,2016,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,27050948,Retinal Organoids from Pluripotent Stem Cells Efficiently Recapitulate Retinogenesis,200,no
retinal,10.1016/j.stemcr.2017.11.001,PMC5768666,DiStefano,2018,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29233554,Accelerated and Improved Differentiation of Retinal Organoids from Pluripotent Stem Cells in Rotating-Wall Vessel Bioreactors,138,no
retinal,10.1016/j.stemcr.2018.07.005,PMC6135113,Gagliardi,2018,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30100409,Characterization and Transplantation of CD73-Positive Photoreceptors Isolated from Human iPSC-Derived Retinal Organoids,121,no
retinal,10.1016/j.cell.2020.08.013,PMC7505495,Cowan,2020,Cell,tbd,tbd,CC-BY,yes,tbd,yes,high-cited,auto: europepmc CITED/recency pull,32946783,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,536,no
retinal,10.7554/elife.46188,PMC6777939,Achberger,2019,eLife,tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,31451149,Merging organoid and organ-on-a-chip technology to generate complex multi-layer tissue models in a human retina-on-a-chip platform,277,no
retinal,10.1126/science.aau6348,PMC6249681,Eldred,2018,"Science (New York, N.Y.)",tbd,tbd,CC-BY,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,30309916,Thyroid hormone signaling specifies cone subtypes in human retinal organoids,218,no
retinal,10.1016/j.stemcr.2018.02.003,PMC5998840,Deng,2018,Stem cell reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29526738,Gene Correction Reverses Ciliopathy and Photoreceptor Loss in iPSC-Derived Retinal Organoids from Retinitis Pigmentosa Patients,170,no
retinal,10.1002/stem.2883,PMC6392112,Hallam,2018,"Stem cells (Dayton, Ohio)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30004612,Human-Induced Pluripotent Stem Cells Generate Light Responsive Retinal Organoids with Variable and Nutrient-Dependent Efficiency,152,no
retinal,10.1016/j.stemcr.2020.05.007,PMC7363745,Lane,2020,Stem cell reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32531192,Modeling and Rescue of RP2 Retinitis Pigmentosa Using iPSC-Derived Retinal Organoids,142,no
retinal,10.1242/dev.189746,PMC7774906,O'Hara-Wright,2020,"Development (Cambridge, England)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33361444,Retinal organoids: a window into human retinal development,121,no
retinal,10.1016/j.celrep.2020.01.007,PMC7901645,Sridhar,2020,Cell reports,tbd,tbd,CC-BY-NC,yes,tbd,yes,tbd,auto: europepmc CITED/recency pull,32023475,"Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures",240,no
retinal,10.1038/s41377-020-00375-8,PMC7429964,Scholler,2020,"Light, science & applications",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32864115,Dynamic full-field optical coherence tomography: 3D live-imaging of retinal organoids,106,no
retinal,10.1016/j.ajhg.2020.09.002,PMC7675008,de,2020,American journal of human genetics,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33022222,Structural Variants Create New Topological-Associated Domains and Ectopic Retinal Enhancer-Gene Contact in Dominant Retinitis Pigmentosa,103,no
retinal,10.1002/stem.2963,PMC6519347,Collin,2019,"Stem cells (Dayton, Ohio)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,30548510,Deconstructing Retinal Organoids: Single Cell RNA-Seq Reveals the Cellular Components of Human Pluripotent Stem Cell-Derived Retina,101,no
retinal,10.1038/s41587-023-01747-2,PMC10713453,Wahle,2023,Nature biotechnology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,37156914,Multimodal spatiotemporal phenotyping of human retinal organoid development,95,no
retinal,10.1186/s13287-018-0907-0,PMC5998504,Ovando-Roche,2018,Stem cell research & therapy,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,29895313,Use of bioreactors for culturing human retinal organoids improves photoreceptor yields,94,no
retinal,10.7554/elife.22689,PMC5380436,Sidhaye,2017,eLife,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,28372636,Concerted action of neuroepithelial basal shrinkage and active epithelial migration ensures efficient optic cup morphogenesis,90,no
vascular,10.1007/s00702-020-02198-8,PMC7577912,Wörsdörfer,2020,"Journal of neural transmission (Vienna, Austria : 1996)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32385575,Do not keep it simple: recent advances in the generation of complex organoids,40,no
vascular,10.3389/fbioe.2020.00278,PMC7182037,Markou,2020,Frontiers in bioengineering and biotechnology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,32363181,Tissue Engineering Using Vascular Organoids From Human Pluripotent Stem Cell Derived Mural Cell Phenotypes,23,no
vascular,10.1002/advs.202501198,PMC12362823,Huang,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,40411400,Generation of Neural Organoids and Their Application in Disease Modeling and Regenerative Medicine,6,no
vascular,10.1038/s41467-024-45710-4,PMC10873332,Quintard,2024,Nature communications,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,38365780,A microfluidic platform integrating functional vascularized organoids-on-chip,174,no
vascular,10.1124/pr.116.013003,PMC6934989,Paik,2020,Pharmacological reviews,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,31871214,Patient and Disease-Specific Induced Pluripotent Stem Cells for Discovery of Personalized Cardiovascular Drugs and Therapeutics,147,no
vascular,10.3390/ijms22147284,PMC8306829,Méndez-Barbero,2021,International journal of molecular sciences,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34298897,Cellular Crosstalk between Endothelial and Smooth Muscle Cells in Vascular Wall Remodeling,134,no
vascular,10.3390/cells10082036,PMC8393185,Ahn,2021,Cells,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34440805,Human Blood Vessel Organoids Penetrate Human Cerebral Organoids and Form a Vessel-Like System,79,no
vascular,10.1016/j.crmeth.2024.100779,PMC11228284,Nwokoye,2024,Cell reports methods,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,38759654,Bioengineering methods for vascularizing organoids,54,no
vascular,10.1186/s13287-021-02172-5,PMC7846910,Kong,2021,Stem cell research & therapy,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33516265,"Lung organoids, useful tools for investigating epithelial repair after lung injury",49,no
vascular,10.1002/advs.202104299,PMC8948571,Liu,2022,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,35092352,hESCs-Derived Early Vascular Cell Spheroids for Cardiac Tissue Vascular Engineering and Myocardial Infarction Treatment,39,no
vascular,10.3389/fcell.2021.639299,PMC8097043,Meng,2021,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,33968926,Rebuilding the Vascular Network: <i>In vivo</i> and <i>in vitro</i> Approaches,39,no
vascular,10.3389/fcell.2021.696668,PMC8495170,Prasad,2021,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34631696,Organoid Technology: A Reliable Developmental Biology Tool for Organ-Specific Nanotoxicity Evaluation,33,no
vascular,10.1038/s41578-022-00447-8,PMC9154041,O'Connor,2022,Nature reviews. Materials,tbd,tbd,unknown,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,35669037,Engineering the multiscale complexity of vascular networks,166,no
vascular,10.1186/s13046-023-02926-4,PMC10724947,Bhattacharya,2023,Journal of experimental & clinical cancer research : CR,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,38102637,Exploring the interaction between extracellular matrix components in a 3D organoid disease model to replicate the pathophysiology of breast cancer,31,no
vascular,10.3389/fcell.2021.639699,PMC8273765,Gähwiler,2021,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,34262897,Human iPSCs and Genome Editing Technologies for Precision Cardiovascular Tissue Engineering,30,no
vascular,10.1007/s00018-023-04951-0,PMC10560197,Gaston-Breton,2023,Cellular and molecular life sciences : CMLS,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,37804439,Brain organoids for hypoxic-ischemic studies: from bench to bedside,16,no
vascular,10.1002/adhm.202502108,PMC12683213,Mostina,2025,Advanced healthcare materials,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,40817680,Coordinated Development of Immune Cell Populations in Vascularized Skin Organoids from Human Induced Pluripotent Stem Cells,4,no
vascular,10.1007/s12015-025-10984-8,PMC12795959,Nguyen,2026,Stem cell reviews and reports,tbd,tbd,CC-BY,yes,tbd,tbd,tbd,auto: europepmc CITED/recency pull,40996655,Vascular Organoids Derived from Capillary malformation-induced Pluripotent Stem Cells Exhibit Disease-Relevant Phenotypes,1,no
